winner_name;loser_name;event_date;method;round;time;time_format;bout_type;event_name;event_location;winner_stance;loser_stance;winner;delta_KD;delta_sig_str_pct;delta_total_str_pct;delta_TD_pct;delta_sub_att;delta_rev;delta_ctrl;delta_sig_str_head_acc_pct;delta_sig_str_body_acc_pct;delta_sig_str_leg_acc_pct;delta_sig_str_distance_acc_pct;delta_sig_str_clinch_acc_pct;delta_sig_str_ground_acc_pct;delta_sig_str_head_tar_pct;delta_sig_str_body_tar_pct;delta_sig_str_leg_tar_pct;delta_sig_str_distance_pos_pct;delta_sig_str_clinch_pos_pct;delta_sig_str_ground_pos_pct;delta_height;delta_reach;delta_slpm_cs;delta_str_acc_cs;delta_sapm_cs;delta_str_def_cs;delta_td_avg_cs;delta_td_acc_cs;delta_td_def_cs;delta_sub_avg_cs
JACQUELINE CAVALCANTI;NORA CORNOLLE;28/09/2024;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Women's Bantamweight Bout;UFC Fight Night: Moicano vs. Saint Denis;Paris, Ile-de-France, France;;;blue;0.0;-12.0;-6.43;-11.0;0.0;1.0;-167.0;0.85;6.09;-20.98;-10.28;6.58;0.0;24.0;-9.0;-15.0;13.0;-13.0;0.0;;;;;;;;;;
CHRIS DUNCAN;BOLAJI OKI;28/09/2024;Submission;1.0;3:34;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Moicano vs. Saint Denis;Paris, Ile-de-France, France;;;blue;0.0;-16.0;-15.48;-66.0;1.0;0.0;-71.0;-14.3;0.0;33.33;-13.85;-75.0;-33.33;-19.0;0.0;20.0;25.0;-21.0;-3.0;;;;;;;;;;
MERAB DVALISHVILI;SEAN O'MALLEY;14/09/2024;Decision - Unanimous;5.0;5:00;5 Rnd (5-5-5-5-5);UFC Bantamweight Title Bout;UFC 306: Riyadh Season Noche UFC;Las Vegas, Nevada, USA;Orthodox;Switch;blue;0.0;-2.0;15.18;40.0;0.0;0.0;603.0;-3.52;7.7;-17.86;-18.82;57.14;2.56;21.0;-44.0;24.0;-60.0;9.0;50.0;-12.7;-10.16;-2.44;-18.0;-1.68;-3.0;6.66;-7.0;19.0;-0.8
VALENTINA SHEVCHENKO;ALEXA GRASSO;14/09/2024;Decision - Unanimous;5.0;5:00;5 Rnd (5-5-5-5-5);UFC Women's Flyweight Title Bout;UFC 306: Riyadh Season Noche UFC;Las Vegas, Nevada, USA;Southpaw;Orthodox;blue;0.0;38.0;20.38;41.0;-2.0;0.0;915.0;42.71;30.0;56.25;37.84;0.0;-33.33;40.0;-10.0;-30.0;-2.0;-1.0;3.0;0.0;0.0;-1.98;7.0;-1.58;-2.0;1.93;18.0;15.0;-0.3
DIEGO LOPES;BRIAN ORTEGA;14/09/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Featherweight Bout;UFC 306: Riyadh Season Noche UFC;Las Vegas, Nevada, USA;;Switch;blue;0.0;19.0;18.47;100.0;0.0;0.0;159.0;14.71;36.67;-5.26;14.81;-14.29;15.79;-12.0;6.0;5.0;-26.0;4.0;22.0;;;;;;;;;;
ESTEBAN RIBOVICS;DANIEL ZELLHUBER;14/09/2024;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC 306: Riyadh Season Noche UFC;Las Vegas, Nevada, USA;;;blue;-1.0;6.0;5.93;0.0;0.0;0.0;-15.0;4.77;-2.08;0.0;6.54;-33.33;0.0;-2.0;-7.0;9.0;2.0;-2.0;0.0;;;;;;;;;;
RONALDO RODRIGUEZ;ODE OSBOURNE;14/09/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Flyweight Bout;UFC 306: Riyadh Season Noche UFC;Las Vegas, Nevada, USA;;Southpaw;red;-1.0;-4.0;-1.02;17.0;-2.0;0.0;487.0;0.08;-50.0;-16.67;-15.57;0.0;-2.39;7.0;-8.0;1.0;-31.0;0.0;31.0;;;;;;;;;;
NORMA DUMONT;IRENE ALDANA;14/09/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Women's Bantamweight Bout;UFC 306: Riyadh Season Noche UFC;Las Vegas, Nevada, USA;Orthodox;Orthodox;blue;0.0;14.0;13.76;0.0;0.0;0.0;-5.0;6.45;28.78;28.07;13.93;8.33;0.0;-13.0;4.0;8.0;1.0;-1.0;0.0;-5.08;-2.54;-0.17;17.0;-3.32;11.0;2.2;-8.0;16.0;-0.1
IGNACIO BAHAMONDES;MANUEL TORRES;14/09/2024;KO/TKO;1.0;4:02;3 Rnd (5-5-5);Lightweight Bout;UFC 306: Riyadh Season Noche UFC;Las Vegas, Nevada, USA;Orthodox;;blue;2.0;7.0;10.63;0.0;0.0;0.0;18.0;24.35;-25.0;4.17;9.71;0.0;55.17;35.0;-41.0;4.0;-25.0;-28.0;51.0;;;;;;;;;;
KETLEN SOUZA;YAZMIN JAUREGUI;14/09/2024;Submission;1.0;3:02;3 Rnd (5-5-5);Women's Strawweight Bout;UFC 306: Riyadh Season Noche UFC;Las Vegas, Nevada, USA;;;blue;1.0;13.0;12.05;0.0;1.0;0.0;15.0;13.38;5.71;18.18;9.39;0.0;50.0;6.0;6.0;-11.0;-6.0;5.0;2.0;;;;;;;;;;
JOSHUA VAN;EDGAR CHAIREZ;14/09/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Flyweight Bout;UFC 306: Riyadh Season Noche UFC;Las Vegas, Nevada, USA;;;blue;0.0;18.0;22.14;100.0;-1.0;0.0;239.0;19.25;13.33;19.23;17.11;0.0;55.56;8.0;5.0;-14.0;-5.0;1.0;4.0;;;;;;;;;;
RAUL ROSAS JR.;AORIQILENG;14/09/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Bantamweight Bout;UFC 306: Riyadh Season Noche UFC;Las Vegas, Nevada, USA;;;red;0.0;3.0;-5.77;42.0;0.0;0.0;452.0;7.68;-55.91;86.67;-2.17;0.0;58.33;-3.0;-28.0;31.0;-35.0;0.0;34.0;;;;;;;;;;
SEAN BRADY;GILBERT BURNS;07/09/2024;Decision - Unanimous;5.0;5:00;5 Rnd (5-5-5-5-5);Welterweight Bout;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;Orthodox;Orthodox;blue;0.0;11.0;14.14;25.0;0.0;0.0;471.0;19.47;-15.48;20.45;18.42;-3.62;50.0;21.0;-31.0;10.0;22.0;-23.0;0.0;0.0;2.54;1.5;10.0;0.56;9.0;0.61;25.0;50.0;0.5
NATALIA SILVA;JESSICA ANDRADE;07/09/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Women's Flyweight Bout;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;;Orthodox;blue;0.0;21.0;15.88;0.0;0.0;0.0;-82.0;15.42;19.44;33.33;18.52;50.0;100.0;-9.0;6.0;2.0;-6.0;3.0;1.0;7.62;;-6.38;-49.0;-5.26;-53.0;-3.11;-57.0;-76.0;-0.4
STEVE GARCIA;KYLE NELSON;07/09/2024;KO/TKO;1.0;3:59;3 Rnd (5-5-5);Featherweight Bout;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;Southpaw;Switch;red;0.0;9.0;-23.21;0.0;0.0;1.0;-37.0;57.14;100.0;0.0;16.67;0.0;58.82;90.0;4.0;-96.0;-91.0;0.0;90.0;2.54;10.16;0.68;14.0;-4.3;-11.0;-0.35;13.0;40.0;-1.3
CODY DURDEN;MATT SCHNELL;07/09/2024;Submission;2.0;0:29;3 Rnd (5-5-5);Bantamweight Bout;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;Southpaw;Orthodox;blue;0.0;-5.0;-2.51;0.0;1.0;0.0;10.0;-1.37;-40.0;-71.43;-3.32;-100.0;0.0;11.0;1.0;-12.0;5.0;-5.0;0.0;-2.54;-7.62;-1.09;12.0;-0.09;-21.0;2.8;-7.0;-3.0;-0.4
YANAL ASHMOUZ;TREVOR PEEK;07/09/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;;;blue;0.0;12.0;13.77;50.0;0.0;0.0;466.0;16.99;-3.89;0.0;-2.14;2.5;100.0;9.0;-11.0;2.0;-42.0;30.0;11.0;;;;;;;;;;
CHRIS PADILLA;RONGZHU;07/09/2024;TKO - Doctor's Stoppage;2.0;4:14;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;;;blue;0.0;9.0;10.68;0.0;0.0;0.0;-12.0;27.97;-25.64;-21.43;10.18;0.0;0.0;-1.0;-13.0;13.0;4.0;-4.0;0.0;;;;;;;;;;
ISAAC DULGARIAN;BRENDON MAROTTE;07/09/2024;Submission;2.0;4:19;3 Rnd (5-5-5);Featherweight Bout;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;;;red;0.0;31.0;-12.09;100.0;2.0;0.0;552.0;39.88;-100.0;0.0;16.67;0.0;-25.0;34.0;-33.0;0.0;-62.0;0.0;62.0;;;;;;;;;;
ANDRE LIMA;FELIPE DOS SANTOS;07/09/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Flyweight Bout;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;;;blue;0.0;-2.0;4.87;100.0;2.0;0.0;499.0;-7.3;12.03;-5.55;-6.11;28.57;0.0;-9.0;-3.0;12.0;-9.0;9.0;0.0;;;;;;;;;;
GABRIEL SANTOS;YIZHA;07/09/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Featherweight Bout;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;;;blue;1.0;23.0;13.33;100.0;0.0;0.0;391.0;20.34;32.9;5.83;17.91;100.0;31.82;-4.0;3.0;1.0;-28.0;6.0;21.0;;;;;;;;;;
JAQUELINE AMORIM;VANESSA DEMOPOULOS;07/09/2024;Submission;1.0;3:28;3 Rnd (5-5-5);Women's Strawweight Bout;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;;Orthodox;red;0.0;33.0;32.14;100.0;1.0;0.0;185.0;100.0;-16.67;0.0;16.67;0.0;100.0;50.0;-50.0;0.0;-50.0;0.0;50.0;;;;;;;;;;
ANDRE PETROSKI;DYLAN BUDKA;07/09/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;;;red;0.0;18.0;32.58;60.0;0.0;0.0;560.0;15.27;-37.5;100.0;18.21;0.0;71.43;-13.0;4.0;8.0;-3.0;-19.0;21.0;;;;;;;;;;
NATHAN FLETCHER;ZYGIMANTAS RAMASKA;07/09/2024;Submission;2.0;1:14;3 Rnd (5-5-5);Featherweight Bout;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;;;blue;0.0;10.0;10.11;66.0;0.0;-2.0;79.0;9.72;-50.0;100.0;45.71;-80.0;61.54;9.0;-16.0;7.0;9.0;-66.0;57.0;;;;;;;;;;
CAIO BORRALHO;JARED CANNONIER;24/08/2024;Decision - Unanimous;5.0;5:00;5 Rnd (5-5-5-5-5);Middleweight Bout;UFC Fight Night: Cannonier vs. Borralho;Las Vegas, Nevada, USA;;Switch;blue;1.0;28.0;27.79;0.0;1.0;0.0;119.0;26.14;24.44;37.5;25.05;16.67;78.57;1.0;3.0;-5.0;-14.0;0.0;14.0;;;;;;;;;;
TABATHA RICCI;ANGELA HILL;24/08/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Women's Strawweight Bout;UFC Fight Night: Cannonier vs. Borralho;Las Vegas, Nevada, USA;;Orthodox;blue;0.0;-9.0;-7.14;75.0;0.0;0.0;294.0;-5.28;-8.95;0.0;-8.17;-1.65;-12.5;23.0;-31.0;8.0;9.0;-7.0;-2.0;;;;;;;;;;
RYAN LODER;ROBERT VALENTIN;24/08/2024;KO/TKO;2.0;1:49;3 Rnd + OT (5-5-5-5);Middleweight Bout;UFC Fight Night: Cannonier vs. Borralho;Las Vegas, Nevada, USA;;;blue;0.0;30.0;2.97;33.0;-1.0;0.0;187.0;30.39;100.0;0.0;0.0;0.0;82.0;-3.0;2.0;0.0;-98.0;0.0;97.0;;;;;;;;;;
MAIRON SANTOS;KAAN OFLI;24/08/2024;KO/TKO;2.0;1:30;3 Rnd + OT (5-5-5-5);Featherweight Bout;UFC Fight Night: Cannonier vs. Borralho;Las Vegas, Nevada, USA;;;blue;1.0;4.0;-7.23;0.0;0.0;0.0;-91.0;-14.2;25.0;75.0;2.81;-50.0;100.0;-35.0;21.0;14.0;-4.0;-5.0;9.0;;;;;;;;;;
MICHAEL MORALES;NEIL MAGNY;24/08/2024;KO/TKO;1.0;4:39;3 Rnd (5-5-5);Welterweight Bout;UFC Fight Night: Cannonier vs. Borralho;Las Vegas, Nevada, USA;;Orthodox;blue;1.0;40.0;18.25;0.0;0.0;0.0;-49.0;71.42;-100.0;-20.0;42.5;-50.0;-14.29;68.0;-40.0;-29.0;-49.0;-20.0;68.0;;;;;;;;;;
GERALD MEERSCHAERT;EDMEN SHAHBAZYAN;24/08/2024;Submission;2.0;4:12;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night: Cannonier vs. Borralho;Las Vegas, Nevada, USA;Southpaw;Orthodox;blue;0.0;5.0;14.93;16.0;1.0;0.0;-120.0;0.35;-3.18;0.0;4.29;-5.56;-38.64;-12.0;-5.0;17.0;41.0;-6.0;-35.0;-2.54;7.62;-0.55;-9.0;-0.7;2.0;-2.11;3.0;-12.0;1.2
FRANCIS MARSHALL;DENNIS BUZUKJA;24/08/2024;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Cannonier vs. Borralho;Las Vegas, Nevada, USA;;Switch;blue;1.0;-7.0;-1.86;16.0;0.0;0.0;318.0;-5.01;-1.85;25.0;-8.64;25.0;50.0;23.0;-18.0;-6.0;-6.0;4.0;1.0;;;;;;;;;;
ZACHARY REESE;JOSE DANIEL MEDINA;24/08/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night: Cannonier vs. Borralho;Las Vegas, Nevada, USA;;;red;0.0;15.0;7.71;5.0;1.0;1.0;285.0;13.05;25.0;-7.14;14.77;-50.0;-33.33;-6.0;11.0;-4.0;-17.0;-1.0;18.0;;;;;;;;;;
VIACHESLAV BORSHCHEV;JAMES LLONTOP;24/08/2024;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Cannonier vs. Borralho;Las Vegas, Nevada, USA;;;red;0.0;4.0;3.83;0.0;0.0;0.0;-2.0;4.68;17.59;19.2;3.96;50.0;-50.0;8.0;2.0;-10.0;-2.0;2.0;0.0;;;;;;;;;;
JACQUELINE CAVALCANTI;JOSIANE NUNES;24/08/2024;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Women's Bantamweight Bout;UFC Fight Night: Cannonier vs. Borralho;Las Vegas, Nevada, USA;;;red;0.0;20.0;19.23;0.0;0.0;0.0;-8.0;14.99;0.0;-6.06;19.66;0.0;-50.0;-10.0;-9.0;19.0;4.0;0.0;-3.0;;;;;;;;;;
WANG CONG;VICTORIA LEONARDO;24/08/2024;KO/TKO;1.0;1:02;3 Rnd (5-5-5);Women's Flyweight Bout;UFC Fight Night: Cannonier vs. Borralho;Las Vegas, Nevada, USA;;Orthodox;red;1.0;27.0;27.35;0.0;0.0;0.0;2.0;25.0;20.0;0.0;27.35;0.0;0.0;40.0;10.0;-50.0;0.0;0.0;0.0;;;;;;;;;;
DRICUS DU PLESSIS;ISRAEL ADESANYA;17/08/2024;Submission;4.0;3:38;5 Rnd (5-5-5-5-5);UFC Middleweight Title Bout;UFC 305: Du Plessis vs. Adesanya;Perth, Western Australia, Australia;Switch;Switch;red;0.0;-2.0;-1.7;44.0;2.0;-1.0;210.0;1.17;-35.81;-13.03;-2.98;-27.27;0.0;3.0;-19.0;16.0;-6.0;4.0;1.0;-7.62;-10.16;3.77;-5.0;1.53;6.0;0.0;0.0;-82.0;-0.3
KAI KARA-FRANCE;STEVE ERCEG;17/08/2024;KO/TKO;1.0;4:04;3 Rnd (5-5-5);Flyweight Bout;UFC 305: Du Plessis vs. Adesanya;Perth, Western Australia, Australia;Orthodox;;red;2.0;4.0;4.26;0.0;0.0;0.0;8.0;0.66;38.46;-33.33;3.06;0.0;42.86;-27.0;27.0;0.0;-17.0;0.0;16.0;;;;;;;;;;
DAN HOOKER;MATEUSZ GAMROT;17/08/2024;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC 305: Du Plessis vs. Adesanya;Perth, Western Australia, Australia;Switch;Southpaw;blue;0.0;-4.0;-6.52;-33.0;0.0;0.0;-211.0;-10.12;0.0;-100.0;-7.36;-33.33;31.11;-24.0;27.0;-3.0;0.0;3.0;-3.0;5.08;12.7;1.48;7.0;2.45;-5.0;-4.28;3.0;-21.0;0.3
JAIRZINHO ROZENSTRUIK;TAI TUIVASA;17/08/2024;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Heavyweight Bout;UFC 305: Du Plessis vs. Adesanya;Perth, Western Australia, Australia;Orthodox;Southpaw;blue;0.0;20.0;20.36;0.0;0.0;0.0;0.0;19.08;39.71;24.86;18.75;71.43;0.0;12.0;-3.0;-9.0;-6.0;5.0;0.0;5.08;7.62;-1.24;-2.0;0.04;-11.0;0.0;0.0;34.0;0.0
CARLOS PRATES;LI JINGLIANG;17/08/2024;KO/TKO;2.0;4:02;3 Rnd (5-5-5);Welterweight Bout;UFC 305: Du Plessis vs. Adesanya;Perth, Western Australia, Australia;;Orthodox;blue;3.0;29.0;28.54;0.0;0.0;0.0;-23.0;44.11;-6.67;23.34;28.54;0.0;0.0;51.0;-8.0;-42.0;0.0;0.0;0.0;;;;;;;;;;
VALTER WALKER;JUNIOR TAFA;17/08/2024;Submission;1.0;4:56;3 Rnd (5-5-5);Heavyweight Bout;UFC 305: Du Plessis vs. Adesanya;Perth, Western Australia, Australia;;;blue;0.0;38.0;10.04;66.0;1.0;0.0;234.0;42.86;-100.0;100.0;42.86;-100.0;100.0;-55.0;-20.0;75.0;-5.0;-20.0;25.0;;;;;;;;;;
RICARDO RAMOS;JOSH CULIBAO;17/08/2024;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Featherweight Bout;UFC 305: Du Plessis vs. Adesanya;Perth, Western Australia, Australia;Orthodox;Orthodox;blue;-1.0;-33.0;-32.23;100.0;1.0;0.0;159.0;-26.57;-35.45;-47.44;-30.24;0.0;-78.57;2.0;10.0;-12.0;10.0;6.0;-15.0;-2.54;-2.54;0.48;1.0;-1.02;10.0;1.99;56.0;-29.0;0.7
CASEY O'NEILL;LUANA SANTOS;17/08/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Women's Flyweight Bout;UFC 305: Du Plessis vs. Adesanya;Perth, Western Australia, Australia;;;red;0.0;1.0;4.68;-20.0;1.0;0.0;0.0;2.14;4.34;0.0;-4.64;71.43;100.0;9.0;-10.0;1.0;-17.0;6.0;10.0;;;;;;;;;;
JACK JENKINS;HERBERT BURNS;17/08/2024;KO/TKO;3.0;0:48;3 Rnd (5-5-5);Featherweight Bout;UFC 305: Du Plessis vs. Adesanya;Perth, Western Australia, Australia;;Orthodox;red;2.0;27.0;19.92;-22.0;0.0;0.0;50.0;28.29;30.0;12.5;30.83;-75.0;53.85;15.0;-9.0;-6.0;-7.0;-12.0;19.0;;;;;;;;;;
TOM NOLAN;ALEX REYES;17/08/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC 305: Du Plessis vs. Adesanya;Perth, Western Australia, Australia;;Orthodox;red;0.0;-2.0;-2.75;-40.0;1.0;0.0;-234.0;1.23;1.67;-10.0;-4.48;14.79;-100.0;4.0;8.0;-12.0;-6.0;7.0;-1.0;;;;;;;;;;
SONG KENAN;RICKY GLENN;17/08/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Welterweight Bout;UFC 305: Du Plessis vs. Adesanya;Perth, Western Australia, Australia;Orthodox;;red;0.0;11.0;4.02;7.0;0.0;0.0;-164.0;21.14;21.67;26.32;10.61;-25.0;0.0;37.0;-6.0;-32.0;-7.0;7.0;0.0;;;;;;;;;;
JESUS AGUILAR;STEWART NICOLL;17/08/2024;Submission;1.0;2:39;3 Rnd (5-5-5);Flyweight Bout;UFC 305: Du Plessis vs. Adesanya;Perth, Western Australia, Australia;;;blue;0.0;13.0;8.28;-100.0;1.0;0.0;-108.0;26.67;-100.0;-66.67;10.0;0.0;-46.15;50.0;-25.0;-25.0;75.0;0.0;-75.0;;;;;;;;;;
SERGHEI SPIVAC;MARCIN TYBURA;10/08/2024;Submission;1.0;1:44;5 Rnd (5-5-5-5-5);Heavyweight Bout;UFC Fight Night: Tybura vs. Spivac 2;Las Vegas, Nevada, USA;Orthodox;Orthodox;blue;0.0;60.0;22.73;100.0;1.0;-1.0;-9.0;50.0;0.0;100.0;60.0;0.0;0.0;33.0;-34.0;0.0;67.0;-34.0;-33.0;0.0;0.0;-0.12;-1.0;-0.41;2.0;2.08;18.0;-7.0;0.2
CHEPE MARISCAL;DAMON JACKSON;10/08/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Featherweight Bout;UFC Fight Night: Tybura vs. Spivac 2;Las Vegas, Nevada, USA;;Switch;blue;0.0;8.0;13.59;51.0;0.0;1.0;253.0;37.35;18.75;0.0;11.11;1.54;78.69;65.0;-64.0;-2.0;-5.0;-61.0;65.0;;;;;;;;;;
DANNY BARLOW;NIKOLAY VERETENNIKOV;10/08/2024;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Welterweight Bout;UFC Fight Night: Tybura vs. Spivac 2;Las Vegas, Nevada, USA;;;red;0.0;-7.0;-9.82;0.0;0.0;0.0;67.0;0.7;-24.72;-34.78;-4.78;0.0;0.0;7.0;-30.0;21.0;7.0;-8.0;0.0;;;;;;;;;;
CHRIS GUTIERREZ;QUANG LE;10/08/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Bantamweight Bout;UFC Fight Night: Tybura vs. Spivac 2;Las Vegas, Nevada, USA;Orthodox;;red;0.0;52.0;41.63;-18.0;0.0;0.0;-233.0;56.74;17.5;-1.28;51.51;100.0;-16.67;1.0;-25.0;23.0;5.0;1.0;-6.0;;;;;;;;;;
YANA SANTOS;CHELSEA CHANDLER;10/08/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Women's Bantamweight Bout;UFC Fight Night: Tybura vs. Spivac 2;Las Vegas, Nevada, USA;;;red;1.0;24.0;24.55;0.0;0.0;0.0;-101.0;17.28;2.47;96.3;28.75;12.8;0.0;-24.0;-4.0;27.0;10.0;-10.0;0.0;;;;;;;;;;
TOSHIOMI KAZAMA;CHARALAMPOS GRIGORIOU;10/08/2024;Submission;2.0;1:55;3 Rnd (5-5-5);Bantamweight Bout;UFC Fight Night: Tybura vs. Spivac 2;Las Vegas, Nevada, USA;;;red;-1.0;-28.0;4.76;11.0;1.0;1.0;135.0;-17.65;-75.0;0.0;-41.18;-100.0;10.0;12.0;-11.0;0.0;-26.0;-3.0;31.0;;;;;;;;;;
KAROL ROSA;PANNIE KIANZAD;10/08/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Women's Bantamweight Bout;UFC Fight Night: Tybura vs. Spivac 2;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;0.0;10.0;2.52;50.0;0.0;0.0;264.0;12.45;14.82;-20.54;8.51;16.94;100.0;-1.0;-15.0;16.0;-4.0;3.0;0.0;-5.08;2.54;2.59;3.0;1.89;-9.0;1.78;46.0;7.0;-0.2
JHONATA DINIZ;KARL WILLIAMS;10/08/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Heavyweight Bout;UFC Fight Night: Tybura vs. Spivac 2;Las Vegas, Nevada, USA;;;red;0.0;23.0;18.05;-40.0;0.0;0.0;-159.0;12.94;50.0;12.67;24.1;50.0;-44.44;-21.0;-1.0;23.0;12.0;1.0;-13.0;;;;;;;;;;
YOUSSEF ZALAL;JARNO ERRENS;10/08/2024;Submission;1.0;3:52;3 Rnd (5-5-5);Featherweight Bout;UFC Fight Night: Tybura vs. Spivac 2;Las Vegas, Nevada, USA;Switch;;red;0.0;60.0;57.4;50.0;1.0;0.0;68.0;86.36;0.0;77.78;60.25;0.0;0.0;-30.0;-40.0;70.0;0.0;0.0;0.0;;;;;;;;;;
STEPHANIE LUCIANO;TALITA ALENCAR;10/08/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Women's Strawweight Bout;UFC Fight Night: Tybura vs. Spivac 2;Las Vegas, Nevada, USA;;;red;1.0;14.0;17.49;-10.0;0.0;0.0;32.0;15.25;27.28;-7.14;13.99;15.87;100.0;20.0;-20.0;0.0;4.0;-6.0;1.0;;;;;;;;;;
UMAR NURMAGOMEDOV;CORY SANDHAGEN;03/08/2024;Decision - Unanimous;5.0;5:00;5 Rnd (5-5-5-5-5);Bantamweight Bout;UFC Fight Night: Sandhagen vs. Nurmagomedov;Abu Dhabi, Abu Dhabi, United Arab Emirates;Orthodox;Switch;blue;0.0;8.0;9.65;38.0;0.0;0.0;299.0;11.05;12.98;14.01;7.81;40.0;0.0;12.0;2.0;-15.0;-3.0;2.0;0.0;-7.62;;-3.96;12.0;-3.08;17.0;7.6;-5.0;-30.0;1.2
SHARA MAGOMEDOV;MICHAL OLEKSIEJCZUK;03/08/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night: Sandhagen vs. Nurmagomedov;Abu Dhabi, Abu Dhabi, United Arab Emirates;;Southpaw;red;0.0;2.0;4.2;-42.0;0.0;0.0;-159.0;2.74;-3.21;-1.79;2.43;-13.34;-50.0;-5.0;11.0;-6.0;-2.0;3.0;-1.0;;;;;;;;;;
DEIVESON FIGUEIREDO;MARLON VERA;03/08/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Bantamweight Bout;UFC Fight Night: Sandhagen vs. Nurmagomedov;Abu Dhabi, Abu Dhabi, United Arab Emirates;Orthodox;Switch;blue;1.0;6.0;7.47;14.0;0.0;0.0;142.0;9.19;6.82;13.74;7.41;-16.67;50.0;12.0;5.0;-16.0;5.0;-9.0;4.0;-7.62;-5.08;-0.27;7.0;-0.6;-2.0;0.79;13.0;-9.0;1.3
MICHAEL CHIESA;TONY FERGUSON;03/08/2024;Submission;1.0;3:44;3 Rnd (5-5-5);Welterweight Bout;UFC Fight Night: Sandhagen vs. Nurmagomedov;Abu Dhabi, Abu Dhabi, United Arab Emirates;Southpaw;Orthodox;blue;0.0;-39.0;-39.56;100.0;1.0;0.0;34.0;-31.4;16.67;-83.33;-39.56;0.0;0.0;35.0;15.0;-50.0;0.0;0.0;0.0;5.08;-2.54;-3.57;-5.0;-2.23;-5.0;3.15;10.0;-2.0;-0.2
MACKENZIE DERN;LOOPY GODINEZ;03/08/2024;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Women's Strawweight Bout;UFC Fight Night: Sandhagen vs. Nurmagomedov;Abu Dhabi, Abu Dhabi, United Arab Emirates;Orthodox;;red;0.0;-10.0;-3.54;-26.0;-1.0;-1.0;64.0;-6.34;13.76;-19.04;-8.8;-15.0;0.0;17.0;-17.0;0.0;5.0;-5.0;0.0;;;;;;;;;;
