red_fighter_name;blue_fighter_name;event_date;red_fighter_nickname;blue_fighter_nickname;red_fighter_result;blue_fighter_result;method;round;time;time_format;referee;details;bout_type;bonus;event_name;event_location;red_fighter_KD;blue_fighter_KD;red_fighter_sig_str;blue_fighter_sig_str;red_fighter_sig_str_pct;blue_fighter_sig_str_pct;red_fighter_total_str;blue_fighter_total_str;red_fighter_TD;blue_fighter_TD;red_fighter_TD_pct;blue_fighter_TD_pct;red_fighter_sub_att;blue_fighter_sub_att;red_fighter_rev;blue_fighter_rev;red_fighter_ctrl;blue_fighter_ctrl;red_fighter_sig_str_head;blue_fighter_sig_str_head;red_fighter_sig_str_body;blue_fighter_sig_str_body;red_fighter_sig_str_leg;blue_fighter_sig_str_leg;red_fighter_sig_str_distance;blue_fighter_sig_str_distance;red_fighter_sig_str_clinch;blue_fighter_sig_str_clinch;red_fighter_sig_str_ground;blue_fighter_sig_str_ground;red_fighter_sig_str_head_pct;blue_fighter_sig_str_head_pct;red_fighter_sig_str_body_pct;blue_fighter_sig_str_body_pct;red_fighter_sig_str_leg_pct;blue_fighter_sig_str_leg_pct;red_fighter_sig_str_distance_pct;blue_fighter_sig_str_distance_pct;red_fighter_sig_str_clinch_pct;blue_fighter_sig_str_clinch_pct;red_fighter_sig_str_ground_pct;blue_fighter_sig_str_ground_pct
Natalia Silva;Tereza Bleda;November 19, 2022;;;W;L;KO/TKO;3;1:27;3 Rnd (5-5-5);Chris Tognoni;Spinning Back Kick Head;Women's Flyweight Bout;perf;UFC Fight Night: Nzechukwu vs. Cutelaba;Las Vegas, Nevada, USA;1;0;45 of 72;18 of 47;62;38;62 of 89;25 of 55;0 of 3;1 of 7;0;14;0;2;1;0;2:13;4:56;26 of 50;8 of 33;7 of 9;7 of 10;12 of 13;3 of 4;41 of 65;13 of 40;1 of 3;5 of 7;3 of 4;0 of 0;57;44;15;38;26;16;91;72;2;27;6;0
Israel Adesanya;Alex Pereira;November 12, 2022;The Last Stylebender;Poatan;L;W;KO/TKO;5;2:01;5 Rnd (5-5-5-5-5);Marc Goddard;Punches to Head At Distance;UFC Middleweight Title Bout;belt;UFC 281: Adesanya vs. Pereira;New York City, New York, USA;0;0;86 of 162;91 of 157;53;57;119 of 209;140 of 214;1 of 4;1 of 1;25;100;0;0;0;0;6:34;0:31;41 of 103;42 of 89;21 of 29;27 of 33;24 of 30;22 of 35;77 of 148;76 of 139;3 of 4;14 of 17;6 of 10;1 of 1;47;46;24;29;27;24;89;83;3;15;6;1
Carla Esparza;Zhang Weili;November 12, 2022;Cookie Monster;Magnum;L;W;Submission;2;1:05;5 Rnd (5-5-5-5-5);Keith Peterson;Rear Naked Choke From back crucifix;UFC Women's Strawweight Title Bout;belt;UFC 281: Adesanya vs. Pereira;New York City, New York, USA;0;0;6 of 32;37 of 78;18;47;19 of 50;42 of 90;1 of 4;0 of 0;25;---;0;1;1;1;0:55;1:30;6 of 31;20 of 58;0 of 1;8 of 9;0 of 0;9 of 11;6 of 31;24 of 63;0 of 0;0 of 0;0 of 1;13 of 15;100;54;0;21;0;24;100;64;0;0;0;35
Dustin Poirier;Michael Chandler;November 12, 2022;The Diamond;Iron;W;L;Submission;3;2:00;3 Rnd (5-5-5);Dan Miragliotta;Rear Naked Choke;Lightweight Bout;fight;UFC 281: Adesanya vs. Pereira;New York City, New York, USA;0;0;38 of 76;43 of 100;50;43;63 of 105;65 of 135;0 of 0;3 of 7;---;42;2;0;0;0;0:47;5:39;34 of 71;32 of 80;2 of 2;10 of 17;2 of 3;1 of 3;32 of 66;25 of 76;3 of 4;2 of 2;3 of 6;16 of 22;89;74;5;23;5;2;84;58;7;4;7;37
Frankie Edgar;Chris Gutierrez;November 12, 2022;The Answer;El Guapo;L;W;KO/TKO;1;2:01;3 Rnd (5-5-5);Kevin MacDonald;Knee to Head At Distance;Bantamweight Bout;-;UFC 281: Adesanya vs. Pereira;New York City, New York, USA;0;1;2 of 12;10 of 20;16;50;2 of 12;10 of 20;0 of 0;0 of 0;---;---;0;0;0;0;0:00;0:01;0 of 5;6 of 14;0 of 1;0 of 1;2 of 6;4 of 5;2 of 12;10 of 20;0 of 0;0 of 0;0 of 0;0 of 0;0;60;0;0;100;40;100;100;0;0;0;0
Dan Hooker;Claudio Puelles;November 12, 2022;The Hangman;Prince of Peru;W;L;KO/TKO;2;4:06;3 Rnd (5-5-5);Keith Peterson;Kick to Body At Distance Front Kick;Lightweight Bout;-;UFC 281: Adesanya vs. Pereira;New York City, New York, USA;1;0;29 of 63;5 of 18;46;27;37 of 73;5 of 18;0 of 0;0 of 8;---;0;1;1;0;0;2:08;0:08;8 of 34;1 of 12;13 of 16;3 of 5;8 of 13;1 of 1;24 of 58;5 of 18;0 of 0;0 of 0;5 of 5;0 of 0;27;20;44;60;27;20;82;100;0;0;17;0
Brad Riddell;Renato Moicano;November 12, 2022;Quake;;L;W;Submission;1;3:20;3 Rnd (5-5-5);Dan Miragliotta;Rear Naked Choke;Lightweight Bout;-;UFC 281: Adesanya vs. Pereira;New York City, New York, USA;0;0;14 of 25;10 of 33;56;30;14 of 25;11 of 35;0 of 1;0 of 1;0;0;0;1;0;0;0:14;0:34;6 of 16;10 of 32;6 of 7;0 of 0;2 of 2;0 of 1;14 of 25;10 of 33;0 of 0;0 of 0;0 of 0;0 of 0;42;100;42;0;14;0;100;100;0;0;0;0
Dominick Reyes;Ryan Spann;November 12, 2022;The Devastator;Superman;L;W;KO/TKO;1;1:20;3 Rnd (5-5-5);Marc Goddard;Punch to Head At Distance;Light Heavyweight Bout;-;UFC 281: Adesanya vs. Pereira;New York City, New York, USA;0;1;5 of 12;8 of 17;41;47;5 of 12;8 of 17;0 of 0;0 of 1;---;0;0;0;0;0;0:00;0:03;1 of 8;7 of 16;4 of 4;1 of 1;0 of 0;0 of 0;5 of 12;7 of 16;0 of 0;0 of 0;0 of 0;1 of 1;20;87;80;12;0;0;100;87;0;0;0;12
Erin Blanchfield;Molly McCann;November 12, 2022;Cold Blooded;Meatball;W;L;Submission;1;3:37;3 Rnd (5-5-5);Kevin MacDonald;Kimura From Side Control;Women's Flyweight Bout;-;UFC 281: Adesanya vs. Pereira;New York City, New York, USA;0;0;25 of 38;7 of 13;65;53;93 of 115;7 of 13;1 of 1;0 of 0;100;---;2;0;0;0;2:48;0:00;22 of 34;2 of 7;1 of 2;3 of 3;2 of 2;2 of 3;7 of 19;7 of 13;0 of 0;0 of 0;18 of 19;0 of 0;88;28;4;42;8;28;28;100;0;0;72;0
Andre Petroski;Wellington Turman;November 12, 2022;;The Prodigy;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Keith Peterson;Doug Crosby 27 - 30. Dave Tirelli 27 - 30. Bryan Miner 28 - 29.;Middleweight Bout;-;UFC 281: Adesanya vs. Pereira;New York City, New York, USA;0;0;42 of 96;41 of 86;43;47;58 of 119;71 of 118;8 of 11;1 of 3;72;33;2;1;0;0;7:59;1:40;32 of 83;22 of 54;9 of 11;12 of 23;1 of 2;7 of 9;32 of 78;38 of 82;3 of 3;0 of 1;7 of 15;3 of 3;76;53;21;29;2;17;76;92;7;0;16;7
Matt Frevola;Ottman Azaitar;November 12, 2022;The SteamRolla;Bulldozer;W;L;KO/TKO;1;2:30;3 Rnd (5-5-5);Dan Miragliotta;Punch to Head At Distance;Lightweight Bout;-;UFC 281: Adesanya vs. Pereira;New York City, New York, USA;1;0;11 of 27;10 of 22;40;45;12 of 28;11 of 23;0 of 0;0 of 0;---;---;0;0;0;0;0:02;0:00;10 of 24;6 of 17;1 of 2;4 of 5;0 of 1;0 of 0;7 of 22;10 of 21;2 of 3;0 of 1;2 of 2;0 of 0;90;60;9;40;0;0;63;100;18;0;18;0
Karolina Kowalkiewicz;Silvana Gomez Juarez;November 12, 2022;;La Malvada;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Marc Goddard;Mike Bell 28 - 29. Sal D'amato 28 - 29. Dave Tirelli 28 - 29.;Women's Strawweight Bout;-;UFC 281: Adesanya vs. Pereira;New York City, New York, USA;0;0;74 of 202;77 of 263;36;29;90 of 230;79 of 267;2 of 2;0 of 0;100;---;0;0;0;0;4:03;0:10;55 of 170;46 of 224;13 of 25;24 of 30;6 of 7;7 of 9;71 of 198;75 of 259;3 of 4;2 of 4;0 of 0;0 of 0;74;59;17;31;8;9;95;97;4;2;0;0
Michael Trizano;SeungWoo Choi;November 12, 2022;The Lone Wolf;Sting;W;L;KO/TKO;1;4:51;3 Rnd (5-5-5);Kevin MacDonald;Punch to Head At Distance;Featherweight Bout;-;UFC 281: Adesanya vs. Pereira;New York City, New York, USA;2;1;32 of 53;26 of 73;60;35;34 of 55;26 of 74;0 of 0;0 of 1;---;0;0;0;0;0;0:14;0:12;28 of 49;19 of 61;2 of 2;3 of 7;2 of 2;4 of 5;21 of 40;25 of 70;1 of 1;1 of 3;10 of 12;0 of 0;87;73;6;11;6;15;65;96;3;3;31;0
Julio Arce;Montel Jackson;November 12, 2022;;Quik;L;W;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Marc Goddard;Bryan Miner 27 - 30. Sal D'amato 27 - 30. Doug Crosby 28 - 29.;Bantamweight Bout;-;UFC 281: Adesanya vs. Pereira;New York City, New York, USA;0;1;26 of 126;48 of 106;20;45;44 of 156;64 of 127;1 of 2;0 of 3;50;0;0;0;0;0;0:06;5:55;13 of 102;39 of 95;8 of 17;5 of 7;5 of 7;4 of 4;25 of 124;33 of 82;1 of 2;4 of 5;0 of 0;11 of 19;50;81;30;10;19;8;96;68;3;8;0;22
Carlos Ulberg;Nicolae Negumereanu;November 12, 2022;Black Jag;;W;L;KO/TKO;1;3:44;3 Rnd (5-5-5);Kevin MacDonald;Punch to Head At Distance;Light Heavyweight Bout;-;UFC 281: Adesanya vs. Pereira;New York City, New York, USA;1;0;14 of 23;2 of 14;60;14;14 of 23;2 of 14;0 of 0;0 of 0;---;---;0;0;0;0;0:05;0:00;8 of 15;0 of 7;2 of 2;1 of 4;4 of 6;1 of 3;12 of 20;2 of 14;0 of 0;0 of 0;2 of 3;0 of 0;57;0;14;50;28;50;85;100;0;0;14;0
Marina Rodriguez;Amanda Lemos;November 05, 2022;;;L;W;KO/TKO;3;0:54;5 Rnd (5-5-5-5-5);Jason Herzog;Punches to Head At Distance;Women's Strawweight Bout;-;UFC Fight Night: Rodriguez vs. Lemos;Las Vegas, Nevada, USA;0;0;19 of 52;29 of 53;36;54;44 of 78;43 of 67;0 of 0;1 of 2;---;50;0;1;0;0;0:15;3:06;6 of 26;16 of 36;3 of 8;10 of 13;10 of 18;3 of 4;18 of 51;25 of 48;0 of 0;3 of 4;1 of 1;1 of 1;31;55;15;34;52;10;94;86;0;10;5;3
Neil Magny;Daniel Rodriguez;November 05, 2022;The Haitian Sensation;D-Rod;W;L;Submission;3;3:33;3 Rnd (5-5-5);Herb Dean;D'Arce Choke On Ground;Welterweight Bout;perf;UFC Fight Night: Rodriguez vs. Lemos;Las Vegas, Nevada, USA;0;0;57 of 109;66 of 108;52;61;106 of 169;71 of 113;5 of 7;0 of 1;71;0;1;0;0;0;4:08;1:16;38 of 85;36 of 76;16 of 21;15 of 17;3 of 3;15 of 15;46 of 94;63 of 103;10 of 14;3 of 3;1 of 1;0 of 2;66;54;28;22;5;22;80;95;17;4;1;0
Darrick Minner;Shayilan Nuerdanbieke;November 05, 2022;;Wolverine;L;W;KO/TKO;1;1:07;3 Rnd (5-5-5);Mark Smith;Elbows to Head From Half Guard;Featherweight Bout;-;UFC Fight Night: Rodriguez vs. Lemos;Las Vegas, Nevada, USA;0;1;5 of 5;19 of 36;100;52;5 of 5;32 of 50;0 of 0;0 of 0;---;---;0;0;0;0;0:00;0:33;0 of 0;19 of 36;2 of 2;0 of 0;3 of 3;0 of 0;5 of 5;4 of 10;0 of 0;0 of 0;0 of 0;15 of 26;0;100;40;0;60;0;100;21;0;0;0;78
Tagir Ulanbekov;Nate Maness;November 05, 2022;;Mayhem;W;L;Submission;1;2:11;3 Rnd (5-5-5);Chris Tognoni;Guillotine Choke Standing;Flyweight Bout;-;UFC Fight Night: Rodriguez vs. Lemos;Las Vegas, Nevada, USA;0;0;4 of 9;4 of 10;44;40;9 of 14;23 of 30;1 of 2;0 of 0;50;---;1;0;0;0;1:34;0:00;4 of 8;2 of 8;0 of 1;1 of 1;0 of 0;1 of 1;2 of 6;3 of 9;0 of 1;0 of 0;2 of 2;1 of 1;100;50;0;25;0;25;50;75;0;0;50;25
Grant Dawson;Mark Madsen;November 05, 2022;KGD;The Olympian;W;L;Submission;3;2:05;3 Rnd (5-5-5);Herb Dean;Rear Naked Choke;Lightweight Bout;-;UFC Fight Night: Rodriguez vs. Lemos;Las Vegas, Nevada, USA;1;0;33 of 49;15 of 30;67;50;73 of 96;50 of 70;2 of 6;0 of 0;33;---;2;0;0;0;9:31;0:24;17 of 31;11 of 26;5 of 7;3 of 3;11 of 11;1 of 1;25 of 37;11 of 23;1 of 1;0 of 0;7 of 11;4 of 7;51;73;15;20;33;6;75;73;3;0;21;26
Miranda Maverick;Shanna Young;November 05, 2022;Fear The;The Shanimal;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Jason Herzog;Mike Bell 26 - 30. Eric Colon 26 - 30. Junichiro Kamijo 26 - 30.;Women's Flyweight Bout;-;UFC Fight Night: Rodriguez vs. Lemos;Las Vegas, Nevada, USA;0;0;63 of 108;29 of 82;58;35;172 of 240;29 of 82;5 of 8;0 of 0;62;---;1;0;0;0;9:14;0:00;43 of 85;20 of 73;14 of 16;5 of 5;6 of 7;4 of 4;38 of 80;29 of 82;3 of 3;0 of 0;22 of 25;0 of 0;68;68;22;17;9;13;60;100;4;0;34;0
Mario Bautista;Benito Lopez;November 05, 2022;;Golden Boy;W;L;Submission;1;4:54;3 Rnd (5-5-5);Chris Tognoni;Triangle Armbar From Back Control;Bantamweight Bout;perf;UFC Fight Night: Rodriguez vs. Lemos;Las Vegas, Nevada, USA;0;0;44 of 67;17 of 25;65;68;49 of 72;17 of 25;1 of 1;0 of 0;100;---;3;0;0;0;2:36;0:00;20 of 41;6 of 14;12 of 13;2 of 2;12 of 13;9 of 9;32 of 52;13 of 21;0 of 0;0 of 0;12 of 15;4 of 4;45;35;27;11;27;52;72;76;0;0;27;23
Polyana Viana;Jinh Yu Frey;November 05, 2022;Dama de Ferro;;W;L;KO/TKO;1;0:47;3 Rnd (5-5-5);Herb Dean;Punches to Head At Distance;Women's Strawweight Bout;perf;UFC Fight Night: Rodriguez vs. Lemos;Las Vegas, Nevada, USA;1;0;11 of 18;6 of 14;61;42;11 of 18;6 of 14;0 of 0;0 of 0;---;---;0;0;0;0;0:00;0:00;10 of 17;0 of 5;1 of 1;3 of 6;0 of 0;3 of 3;9 of 16;6 of 14;0 of 0;0 of 0;2 of 2;0 of 0;90;0;9;50;0;50;81;100;0;0;18;0
Liudvik Sholinian;Johnny Munoz;November 05, 2022;Palmeyros;Kid Kvenbo;L;W;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mark Smith;Junichiro Kamijo 27 - 30. Chris Lee 27 - 30. Sal D'amato 28 - 29.;Bantamweight Bout;-;UFC Fight Night: Rodriguez vs. Lemos;Las Vegas, Nevada, USA;0;0;56 of 152;78 of 227;36;34;70 of 166;114 of 270;0 of 2;2 of 4;0;50;0;0;0;0;1:30;2:39;42 of 137;55 of 196;12 of 13;16 of 20;2 of 2;7 of 11;46 of 142;72 of 221;7 of 7;3 of 3;3 of 3;3 of 3;75;70;21;20;3;8;82;92;12;3;5;3
Carlos Candelario;Jake Hadley;November 05, 2022;The Cannon;White Kong;L;W;Submission;2;2:39;3 Rnd (5-5-5);Jason Herzog;Triangle Choke From Bottom Guard;Flyweight Bout;-;UFC Fight Night: Rodriguez vs. Lemos;Las Vegas, Nevada, USA;0;0;69 of 148;90 of 169;46;53;69 of 148;107 of 188;1 of 1;0 of 0;100;---;0;1;0;0;1:39;0:00;31 of 100;45 of 118;22 of 31;24 of 30;16 of 17;21 of 21;67 of 146;65 of 142;2 of 2;2 of 3;0 of 0;23 of 24;44;50;31;26;23;23;97;72;2;2;0;25
Tamires Vidal;Ramona Pascual;November 05, 2022;Tractor;;W;L;KO/TKO;1;3:06;3 Rnd (5-5-5);Chris Tognoni;Flying Knee Body;Women's Bantamweight Bout;perf;UFC Fight Night: Rodriguez vs. Lemos;Las Vegas, Nevada, USA;1;0;17 of 29;13 of 14;58;92;22 of 34;17 of 18;0 of 1;0 of 0;0;---;0;0;0;0;0:56;0:23;6 of 17;3 of 4;7 of 8;5 of 5;4 of 4;5 of 5;13 of 25;10 of 10;4 of 4;3 of 4;0 of 0;0 of 0;35;23;41;38;23;38;76;76;23;23;0;0
Calvin Kattar;Arnold Allen;October 29, 2022;;Almighty;L;W;KO/TKO;2;0:08;5 Rnd (5-5-5-5-5);Herb Dean;to At Distance Knee injury;Featherweight Bout;-;UFC Fight Night: Kattar vs. Allen;Las Vegas, Nevada, USA;0;0;14 of 58;28 of 67;24;41;14 of 58;28 of 67;0 of 0;0 of 0;---;---;0;0;0;0;0:00;0:23;5 of 47;21 of 55;6 of 8;2 of 5;3 of 3;5 of 7;14 of 58;27 of 62;0 of 0;0 of 0;0 of 0;1 of 5;35;75;42;7;21;17;100;96;0;0;0;3
Tim Means;Max Griffin;October 29, 2022;The Dirty Bird;Pain;L;W;Decision - Split;3;5:00;3 Rnd (5-5-5);Dan Miragliotta;Ben Cartlidge 28 - 29. Eric Colon 29 - 28. Derek Cleary 27 - 30.;Welterweight Bout;-;UFC Fight Night: Kattar vs. Allen;Las Vegas, Nevada, USA;0;1;47 of 115;42 of 78;40;53;143 of 215;56 of 96;3 of 5;3 of 6;60;50;0;0;0;0;1:27;5:13;18 of 64;25 of 52;18 of 36;9 of 15;11 of 15;8 of 11;37 of 103;35 of 66;7 of 9;1 of 1;3 of 3;6 of 11;38;59;38;21;23;19;78;83;14;2;6;14
Waldo Cortes-Acosta;Jared Vanderaa;October 29, 2022;Salsa Boy;;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mark Smith;Ron McCarthy 27 - 30. Junichiro Kamijo 28 - 29. Tony Weeks 28 - 29.;Heavyweight Bout;-;UFC Fight Night: Kattar vs. Allen;Las Vegas, Nevada, USA;0;0;73 of 158;56 of 138;46;40;73 of 158;59 of 143;0 of 0;0 of 1;---;0;0;0;0;0;0:03;0:13;41 of 117;12 of 92;26 of 32;5 of 5;6 of 9;39 of 41;73 of 157;52 of 128;0 of 1;4 of 10;0 of 0;0 of 0;56;21;35;8;8;69;100;92;0;7;0;0
Josh Fremd;Tresean Gore;October 29, 2022;;Mr. Vicious;L;W;Submission;2;0:49;3 Rnd (5-5-5);Chris Tognoni;Guillotine Choke On Ground;Middleweight Bout;perf;UFC Fight Night: Kattar vs. Allen;Las Vegas, Nevada, USA;0;0;24 of 54;10 of 20;44;50;27 of 57;14 of 25;0 of 1;3 of 4;0;75;0;1;0;0;0:39;2:46;8 of 35;7 of 14;11 of 14;1 of 2;5 of 5;2 of 4;20 of 47;9 of 15;4 of 7;1 of 5;0 of 0;0 of 0;33;70;45;10;20;20;83;90;16;10;0;0
Dustin Jacoby;Khalil Rountree Jr.;October 29, 2022;The Hanyak;;L;W;Decision - Split;3;5:00;3 Rnd (5-5-5);Herb Dean;Ben Cartlidge 28 - 29. Ron McCarthy 29 - 28. Chris Flores 28 - 29.;Light Heavyweight Bout;-;UFC Fight Night: Kattar vs. Allen;Las Vegas, Nevada, USA;0;0;120 of 255;85 of 237;47;35;122 of 257;88 of 241;0 of 3;0 of 0;0;---;0;0;0;0;0:05;0:00;69 of 194;49 of 193;27 of 34;18 of 23;24 of 27;18 of 21;116 of 250;80 of 231;4 of 5;5 of 6;0 of 0;0 of 0;57;57;22;21;20;21;96;94;3;5;0;0
Phil Hawes;Roman Dolidze;October 29, 2022;No Hype;;L;W;KO/TKO;1;4:09;3 Rnd (5-5-5);Dan Miragliotta;Punches to Head At Distance;Middleweight Bout;perf;UFC Fight Night: Kattar vs. Allen;Las Vegas, Nevada, USA;0;1;11 of 26;18 of 42;42;42;15 of 31;29 of 57;1 of 1;0 of 0;100;---;0;1;0;0;0:46;0:02;5 of 15;15 of 38;5 of 9;2 of 3;1 of 2;1 of 1;11 of 26;14 of 36;0 of 0;2 of 4;0 of 0;2 of 2;45;83;45;11;9;5;100;77;0;11;0;11
Andrei Arlovski;Marcos Rogerio de Lima;October 29, 2022;The Pitbull;Pezao;L;W;Submission;1;1:50;3 Rnd (5-5-5);Mark Smith;Rear Naked Choke;Heavyweight Bout;-;UFC Fight Night: Kattar vs. Allen;Las Vegas, Nevada, USA;0;1;2 of 5;6 of 11;40;54;3 of 6;25 of 33;0 of 0;0 of 0;---;---;0;1;0;0;0:00;1:30;1 of 3;3 of 8;0 of 1;1 of 1;1 of 1;2 of 2;2 of 5;5 of 9;0 of 0;0 of 0;0 of 0;1 of 2;50;50;0;16;50;33;100;83;0;0;0;16
Joseph Holmes;JunYong Park;October 29, 2022;Uglyman Joe;The Iron Turtle;L;W;Submission;2;3:04;3 Rnd (5-5-5);Chris Tognoni;Rear Naked Choke;Middleweight Bout;-;UFC Fight Night: Kattar vs. Allen;Las Vegas, Nevada, USA;0;0;20 of 40;18 of 33;50;54;21 of 42;48 of 76;0 of 0;2 of 4;---;50;0;2;1;0;0:39;4:37;8 of 24;13 of 26;5 of 7;0 of 0;7 of 9;5 of 7;19 of 37;14 of 28;0 of 1;0 of 0;1 of 2;4 of 5;40;72;25;0;35;27;95;77;0;0;5;22
Chase Hooper;Steve Garcia;October 29, 2022;The Dream;Mean Machine;L;W;KO/TKO;1;1:32;3 Rnd (5-5-5);Herb Dean;Punches to Head At Distance;Featherweight Bout;perf;UFC Fight Night: Kattar vs. Allen;Las Vegas, Nevada, USA;0;3;10 of 30;29 of 44;33;65;10 of 32;31 of 46;0 of 1;0 of 0;0;---;0;0;0;0;0:00;0:17;7 of 25;19 of 33;2 of 4;7 of 8;1 of 1;3 of 3;10 of 30;26 of 40;0 of 0;0 of 0;0 of 0;3 of 4;70;65;20;24;10;10;100;89;0;0;0;10
Cody Durden;Carlos Mota;October 29, 2022;Custom Made;Tizil;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mark Smith;Adalaide Byrd 27 - 30. Tony Weeks 28 - 29. Ben Cartlidge 28 - 29.;Flyweight Bout;-;UFC Fight Night: Kattar vs. Allen;Las Vegas, Nevada, USA;0;0;17 of 37;12 of 29;45;41;51 of 95;36 of 62;4 of 8;0 of 0;50;---;0;1;0;1;12:32;0:11;13 of 33;6 of 19;3 of 3;5 of 9;1 of 1;1 of 1;7 of 20;7 of 22;0 of 0;0 of 0;10 of 17;5 of 7;76;50;17;41;5;8;41;58;0;0;58;41
Christian Rodriguez;Joshua Weems;October 29, 2022;;Wide Open;W;L;Submission;1;4:07;3 Rnd (5-5-5);Chris Tognoni;Anaconda Choke From Side Control;Bantamweight Bout;perf;UFC Fight Night: Kattar vs. Allen;Las Vegas, Nevada, USA;0;0;9 of 23;18 of 26;39;69;15 of 30;22 of 32;0 of 2;2 of 3;0;66;1;0;0;0;0:56;1:03;8 of 21;9 of 15;0 of 0;6 of 7;1 of 2;3 of 4;8 of 21;12 of 19;0 of 1;6 of 7;1 of 1;0 of 0;88;50;0;33;11;16;88;66;0;33;11;0
Charles Oliveira;Islam Makhachev;October 22, 2022;Do Bronxs;;L;W;Submission;2;3:16;5 Rnd (5-5-5-5-5);Jason Herzog;Arm Triangle From Side Control;UFC Lightweight Title Bout;belt;UFC 280: Oliveira vs. Makhachev;Abu Dhabi, Abu Dhabi, United Arab Emirates;0;1;19 of 39;30 of 41;48;73;25 of 46;72 of 86;0 of 1;2 of 3;0;66;0;1;0;0;0:42;5:05;7 of 23;25 of 35;12 of 15;5 of 6;0 of 1;0 of 0;10 of 26;21 of 31;7 of 8;5 of 5;2 of 5;4 of 5;36;83;63;16;0;0;52;70;36;16;10;13
Aljamain Sterling;TJ Dillashaw;October 22, 2022;Funk Master;;W;L;KO/TKO;2;3:44;5 Rnd (5-5-5-5-5);Marc Goddard;Punches to Head From Back Control;UFC Bantamweight Title Bout;belt;UFC 280: Oliveira vs. Makhachev;Abu Dhabi, Abu Dhabi, United Arab Emirates;0;0;72 of 93;8 of 26;77;30;148 of 181;13 of 31;5 of 8;0 of 0;62;---;2;0;0;0;7:06;0:03;56 of 75;3 of 20;13 of 15;2 of 2;3 of 3;3 of 4;17 of 30;8 of 26;2 of 4;0 of 0;53 of 59;0 of 0;77;37;18;25;4;37;23;100;2;0;73;0
Petr Yan;Sean O'Malley;October 22, 2022;No Mercy;Suga;L;W;Decision - Split;3;5:00;3 Rnd (5-5-5);Jason Herzog;Ben Cartlidge 28 - 29. Vito Paolillo 29 - 28. David Lethaby 28 - 29.;Bantamweight Bout;fight;UFC 280: Oliveira vs. Makhachev;Abu Dhabi, Abu Dhabi, United Arab Emirates;0;0;58 of 96;84 of 163;60;51;97 of 139;91 of 171;6 of 13;0 of 1;46;0;0;0;0;0;5:44;0:02;24 of 57;63 of 132;13 of 18;6 of 14;21 of 21;15 of 17;47 of 81;80 of 158;5 of 6;4 of 4;6 of 9;0 of 1;41;75;22;7;36;17;81;95;8;4;10;0
Beneil Dariush;Mateusz Gamrot;October 22, 2022;;Gamer;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Daniel Movahedi;Junichiro Kamijo 27 - 30. Darryl Ransom 27 - 30. Clemens Werner 28 - 29.;Lightweight Bout;-;UFC 280: Oliveira vs. Makhachev;Abu Dhabi, Abu Dhabi, United Arab Emirates;1;0;59 of 130;33 of 81;45;40;67 of 138;38 of 86;0 of 0;4 of 19;---;21;0;0;0;0;0:34;2:07;35 of 100;22 of 67;15 of 21;9 of 12;9 of 9;2 of 2;52 of 121;29 of 76;2 of 3;4 of 5;5 of 6;0 of 0;59;66;25;27;15;6;88;87;3;12;8;0
Katlyn Cerminara;Manon Fiorot;October 22, 2022;Blonde Fighter;The Beast;L;W;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Jason Herzog;David Lethaby 28 - 29. Anders Ohlsson 28 - 29. Vito Paolillo 28 - 29.;Women's Flyweight Bout;-;UFC 280: Oliveira vs. Makhachev;Abu Dhabi, Abu Dhabi, United Arab Emirates;0;0;76 of 286;98 of 279;26;35;76 of 286;99 of 280;0 of 0;1 of 2;---;50;0;0;0;0;0:00;0:14;35 of 223;58 of 225;21 of 40;16 of 28;20 of 23;24 of 26;72 of 278;96 of 273;4 of 8;2 of 5;0 of 0;0 of 1;46;59;27;16;26;24;94;97;5;2;0;0
Belal Muhammad;Sean Brady;October 22, 2022;Remember the Name;;W;L;KO/TKO;2;4:47;3 Rnd (5-5-5);Lukasz Bosacki;Punches to Head At Distance;Welterweight Bout;perf;UFC 280: Oliveira vs. Makhachev;Abu Dhabi, Abu Dhabi, United Arab Emirates;0;0;80 of 209;58 of 118;38;49;80 of 209;58 of 118;0 of 0;0 of 5;---;0;0;0;0;0;0:00;0:00;64 of 183;40 of 98;11 of 19;4 of 6;5 of 7;14 of 14;79 of 206;57 of 117;1 of 3;1 of 1;0 of 0;0 of 0;80;68;13;6;6;24;98;98;1;1;0;0
