red_fighter_name;blue_fighter_name;event_date;red_fighter_result;blue_fighter_result;method;bout_type;bonus;red_fighter_total_pts;blue_fighter_total_pts
BRAD KATONA;JESSE BUTLER;08/06/2024;W;L;Decision - Unanimous;Bantamweight Bout;-;30 30 30;27 27 26
ANDREA LEE;MONTANA DE LA ROSA;08/06/2024;L;W;Decision - Split;Women's Flyweight Bout;-;29 28 28;28 29 29
JOHN CASTANEDA;DANIEL MARCOS;08/06/2024;L;W;Decision - Unanimous;Bantamweight Bout;-;27 27 27;30 30 30
EDUARDA MOURA;DENISE GOMES;08/06/2024;L;W;Decision - Split;Women's Strawweight Bout;-;29 27 27;28 30 30
CODY STAMANN;TAYLOR LAPILUS;08/06/2024;L;W;Decision - Unanimous;Bantamweight Bout;-;27 27 27;30 30 30
RAYANNE DOS SANTOS;PUJA TOMAR;08/06/2024;L;W;Decision - Split;Women's Strawweight Bout;-;27 30 28;30 27 29
ISLAM MAKHACHEV;DUSTIN POIRIER;01/06/2024;W;L;Submission;UFC Lightweight Title Bout;belt;39 39 38;37 37 38
SEAN STRICKLAND;PAULO COSTA;01/06/2024;W;L;Decision - Split;Middleweight Bout;-;49 50 46;46 45 49
KEVIN HOLLAND;MICHAL OLEKSIEJCZUK;01/06/2024;W;L;Submission;Middleweight Bout;perf;- - -;- - -
NIKO PRICE;ALEX MORONO;01/06/2024;W;L;Decision - Unanimous;Welterweight Bout;-;29 29 29;28 28 28
RANDY BROWN;ELIZEU ZALESKI DOS SANTOS;01/06/2024;W;L;Decision - Unanimous;Welterweight Bout;-;29 29 29;28 28 28
CESAR ALMEIDA;ROMAN KOPYLOV;01/06/2024;L;W;Decision - Split;Middleweight Bout;-;28 27 29;29 30 28
JAILTON ALMEIDA;ALEXANDR ROMANOV;01/06/2024;W;L;Submission;Heavyweight Bout;-;- - -;- - -
GRANT DAWSON;JOE SOLECKI;01/06/2024;W;L;Decision - Unanimous;Lightweight Bout;-;29 30 30;28 27 27
PHIL ROWE;JAKE MATTHEWS;01/06/2024;L;W;Decision - Unanimous;Welterweight Bout;-;28 27 28;29 30 29
MICKEY GALL;BASSIL HAFEZ;01/06/2024;L;W;Decision - Unanimous;Welterweight Bout;-;27 27 28;30 30 29
AILIN PEREZ;JOSELYNE EDWARDS;01/06/2024;W;L;Decision - Unanimous;Women's Bantamweight Bout;-;29 29 30;28 28 27
MITCH RAPOSO;ANDRE LIMA;01/06/2024;L;W;Decision - Split;Flyweight Bout;-;27 27 29;30 30 28
EDSON BARBOZA;LERONE MURPHY;18/05/2024;L;W;Decision - Unanimous;Featherweight Bout;fight;46 45 45;49 50 50
KHAOS WILLIAMS;CARLSTON HARRIS;18/05/2024;W;L;KO/TKO;Welterweight Bout;perf;- - -;- - -
THEMBA GORIMBO;RAMIZ BRAHIMAJ;18/05/2024;W;L;Decision - Unanimous;Welterweight Bout;-;30 30 30;27 27 27
ADRIAN YANEZ;VINICIUS SALVADOR;18/05/2024;W;L;KO/TKO;Bantamweight Bout;-;- - -;- - -
LUANA PINHEIRO;ANGELA HILL;18/05/2024;L;W;Submission;Women's Strawweight Bout;perf;9 9 9;10 10 10
VICTOR MARTINEZ;TOM NOLAN;18/05/2024;L;W;KO/TKO;Lightweight Bout;-;- - -;- - -
OUMAR SY;TUCO TOKKOS;18/05/2024;W;L;Submission;Light Heavyweight Bout;-;- - -;- - -
TAMIRES VIDAL;MELISSA GATTO;18/05/2024;L;W;KO/TKO;Women's Bantamweight Bout;-;18 18 18;20 20 20
ABUS MAGOMEDOV;WARLLEY ALVES;18/05/2024;W;L;Decision - Unanimous;Middleweight Bout;-;30 30 30;26 26 26
PIERA RODRIGUEZ;ARIANE CARNELOSSI;18/05/2024;L;W;DQ;Women's Strawweight Bout;-;10 10 10;9 9 9
ALATENGHEILI;KLEYDSON RODRIGUES;18/05/2024;W;L;Decision - Unanimous;Bantamweight Bout;-;30 30 29;27 27 28
VANESSA DEMOPOULOS;EMILY DUCOTE;18/05/2024;W;L;Decision - Split;Women's Strawweight Bout;-;28 29 29;29 28 28
DERRICK LEWIS;RODRIGO NASCIMENTO;11/05/2024;W;L;KO/TKO;Heavyweight Bout;-;19 18 19;19 20 19
JOAQUIN BUCKLEY;NURSULTON RUZIBOEV;11/05/2024;W;L;Decision - Unanimous;Welterweight Bout;-;30 30 29;27 26 27
ALONZO MENIFIELD;CARLOS ULBERG;11/05/2024;L;W;KO/TKO;Light Heavyweight Bout;perf;- - -;- - -
DIEGO FERREIRA;MATEUSZ REBECKI;11/05/2024;W;L;KO/TKO;Lightweight Bout;perf;19 19 19;19 19 19
ALEX CACERES;SEAN WOODSON;11/05/2024;L;W;Decision - Unanimous;Featherweight Bout;-;28 28 27;29 29 30
WALDO CORTES-ACOSTA;ROBELIS DESPAIGNE;11/05/2024;W;L;Decision - Unanimous;Heavyweight Bout;-;30 30 30;26 27 27
CHASE HOOPER;VIACHESLAV BORSHCHEV;11/05/2024;W;L;Submission;Lightweight Bout;-;10 10 10;8 8 8
TERRANCE MCKINNEY;ESTEBAN RIBOVICS;11/05/2024;L;W;KO/TKO;Lightweight Bout;-;- - -;- - -
TABATHA RICCI;TECIA PENNINGTON;11/05/2024;W;L;Decision - Split;Women's Strawweight Bout;-;29 29 28;28 28 29
BILLY RAY GOFF;TREY WATERS;11/05/2024;L;W;Decision - Unanimous;Welterweight Bout;fight;27 28 27;30 29 30
CHARLES JOHNSON;JAKE HADLEY;11/05/2024;W;L;Decision - Unanimous;Flyweight Bout;-;29 29 29;28 28 28
JJ ALDRICH;VERONICA HARDY;11/05/2024;L;W;Decision - Unanimous;Women's Flyweight Bout;-;28 28 28;29 29 29
ALEXANDRE PANTOJA;STEVE ERCEG;04/05/2024;W;L;Decision - Unanimous;UFC Flyweight Title Bout;belt;48 48 49;47 47 46
JOSE ALDO;JONATHAN MARTINEZ;04/05/2024;W;L;Decision - Unanimous;Bantamweight Bout;-;30 30 30;27 27 27
ANTHONY SMITH;VITOR PETRINO;04/05/2024;W;L;Submission;Light Heavyweight Bout;-;- - -;- - -
MICHEL PEREIRA;IHOR POTIERIA;04/05/2024;W;L;Submission;Middleweight Bout;perf;- - -;- - -
PAUL CRAIG;CAIO BORRALHO;04/05/2024;L;W;KO/TKO;Middleweight Bout;perf;9 9 9;10 10 10
JACK SHORE;JOANDERSON BRITO;04/05/2024;L;W;TKO - Doctor's Stoppage;Featherweight Bout;-;9 9 9;10 10 10
KAROLINA KOWALKIEWICZ;IASMIN LUCINDO;04/05/2024;L;W;Decision - Unanimous;Women's Strawweight Bout;-;27 27 27;30 30 30
ELVES BRENER;MYKTYBEK OROLBAI;04/05/2024;L;W;Decision - Unanimous;Lightweight Bout;-;27 27 27;29 29 29
JOAQUIM SILVA;DRAKKAR KLOSE;04/05/2024;L;W;Decision - Unanimous;Lightweight Bout;-;28 28 28;29 29 29
MAURICIO RUFFY;JAMIE MULLARKEY;04/05/2024;W;L;KO/TKO;Lightweight Bout;perf;- - -;- - -
DIONE BARBOSA;ERNESTA KARECKAITE;04/05/2024;W;L;Decision - Unanimous;Women's Flyweight Bout;-;29 29 29;28 28 28
ISMAEL BONFIM;VINC PICHEL;04/05/2024;W;L;Decision - Unanimous;Lightweight Bout;-;30 30 30;27 27 27
ALESSANDRO COSTA;KEVIN BORJAS;04/05/2024;W;L;KO/TKO;Flyweight Bout;perf;10 10 10;9 9 9
MATHEUS NICOLAU;ALEX PEREZ;27/04/2024;L;W;KO/TKO;Flyweight Bout;perf;9 9 9;10 10 10
RYAN SPANN;BOGDAN GUSKOV;27/04/2024;L;W;KO/TKO;Light Heavyweight Bout;perf;10 10 10;9 9 9
ARIANE DA SILVA;KARINE SILVA;27/04/2024;L;W;Decision - Unanimous;Women's Flyweight Bout;-;28 27 28;29 30 29
AUSTEN LANE;JHONATA DINIZ;27/04/2024;L;W;KO/TKO;Heavyweight Bout;perf;10 10 10;8 9 9
JONATHAN PEARCE;DAVID ONAMA;27/04/2024;L;W;Decision - Unanimous;Featherweight Bout;-;28 28 28;29 29 29
TIM MEANS;UROS MEDIC;27/04/2024;L;W;KO/TKO;Welterweight Bout;perf;- - -;- - -
RANI YAHYA;VICTOR HENRY;27/04/2024;L;W;KO/TKO;Bantamweight Bout;-;18 17 19;19 20 19
AUSTIN HUBBARD;MICHAL FIGLAK;27/04/2024;W;L;Decision - Unanimous;Lightweight Bout;-;29 29 29;28 28 28
DON'TALE MAYES;CAIO MACHADO;27/04/2024;W;L;Decision - Unanimous;Heavyweight Bout;-;29 29 29;28 28 28
MARNIC MANN;KETLEN SOUZA;27/04/2024;L;W;Decision - Unanimous;Women's Strawweight Bout;-;27 27 27;30 30 30
JAMES LLONTOP;CHRIS PADILLA;27/04/2024;L;W;Submission;Lightweight Bout;-;- - -;- - -
IVANA PETROVIC;LIANG NA;27/04/2024;W;L;Submission;Women's Flyweight Bout;-;19 19 19;19 18 18
GABRIEL BENITEZ;MAHESHATE;27/04/2024;L;W;Decision - Split;Lightweight Bout;-;29 28 28;28 29 29
ALEX PEREIRA;JAMAHAL HILL;13/04/2024;W;L;KO/TKO;UFC Light Heavyweight Title Bout;belt;- - -;- - -
ZHANG WEILI;YAN XIAONAN;13/04/2024;W;L;Decision - Unanimous;UFC Women's Strawweight Title Bout;belt;49 49 49;45 45 45
JUSTIN GAETHJE;MAX HOLLOWAY;13/04/2024;L;W;KO/TKO;Lightweight Bout;fight;37 37 38;39 39 38
CHARLES OLIVEIRA;ARMAN TSARUKYAN;13/04/2024;L;W;Decision - Split;Lightweight Bout;-;29 28 28;28 29 29
BO NICKAL;CODY BRUNDAGE;13/04/2024;W;L;Submission;Middleweight Bout;-;10 10 10;9 9 9
JIRI PROCHAZKA;ALEKSANDAR RAKIC;13/04/2024;W;L;KO/TKO;Light Heavyweight Bout;perf;9 9 9;10 10 10
CALVIN KATTAR;ALJAMAIN STERLING;13/04/2024;L;W;Decision - Unanimous;Featherweight Bout;-;27 27 27;30 30 30
HOLLY HOLM;KAYLA HARRISON;13/04/2024;L;W;Submission;Women's Bantamweight Bout;-;9 8 8;10 10 10
SODIQ YUSUFF;DIEGO LOPES;13/04/2024;L;W;KO/TKO;Featherweight Bout;-;- - -;- - -
JALIN TURNER;RENATO MOICANO;13/04/2024;L;W;KO/TKO;Lightweight Bout;-;10 10 10;9 9 9
JESSICA ANDRADE;MARINA RODRIGUEZ;13/04/2024;W;L;Decision - Split;Women's Strawweight Bout;-;29 28 29;28 29 28
KING GREEN;JIM MILLER;13/04/2024;W;L;Decision - Unanimous;Lightweight Bout;-;29 30 29;27 25 26
DEIVESON FIGUEIREDO;CODY GARBRANDT;13/04/2024;W;L;Submission;Bantamweight Bout;-;9 9 9;10 10 10
BRENDAN ALLEN;CHRIS CURTIS;06/04/2024;W;L;Decision - Split;Middleweight Bout;-;47 48 49;48 47 46
ALEXANDER HERNANDEZ;DAMON JACKSON;06/04/2024;L;W;Decision - Split;Featherweight Bout;-;28 28 30;29 29 27
MORGAN CHARRIERE;CHEPE MARISCAL;06/04/2024;L;W;Decision - Split;Featherweight Bout;fight;28 30 28;29 27 29
IGNACIO BAHAMONDES;CHRISTOS GIAGOS;06/04/2024;W;L;KO/TKO;Lightweight Bout;perf;- - -;- - -
TREVOR PEEK;CHARLIE CAMPBELL;06/04/2024;L;W;Decision - Unanimous;Lightweight Bout;-;27 27 27;30 30 30
COURT MCGEE;ALEX MORONO;06/04/2024;L;W;Decision - Unanimous;Welterweight Bout;-;28 28 28;29 29 29
VALTER WALKER;LUKASZ BRZESKI;06/04/2024;L;W;Decision - Unanimous;Heavyweight Bout;-;28 28 28;29 29 29
NORMA DUMONT;GERMAINE DE RANDAMIE;06/04/2024;W;L;Decision - Unanimous;Women's Bantamweight Bout;-;29 29 29;28 28 28
PEDRO FALCAO;VICTOR HUGO;06/04/2024;L;W;Decision - Unanimous;Bantamweight Bout;-;28 27 28;29 30 29
DAN ARGUETA;JEAN MATSUMOTO;06/04/2024;L;W;Submission;Bantamweight Bout;-;10 10 10;9 9 9
DYLAN BUDKA;CESAR ALMEIDA;06/04/2024;L;W;KO/TKO;Middleweight Bout;perf;10 10 10;9 9 9
MELISSA MULLINS;NORA CORNOLLE;06/04/2024;L;W;KO/TKO;Women's Bantamweight Bout;-;9 10 9;10 9 10
ERIN BLANCHFIELD;MANON FIOROT;30/03/2024;L;W;Decision - Unanimous;Women's Flyweight Bout;-;45 45 45;50 50 50
VICENTE LUQUE;JOAQUIN BUCKLEY;30/03/2024;L;W;KO/TKO;Welterweight Bout;-;9 10 9;10 9 10
CHRIS WEIDMAN;BRUNO SILVA;30/03/2024;W;L;Decision - Unanimous;Middleweight Bout;-;30 30 30;27 27 27
NURSULTON RUZIBOEV;SEDRIQUES DUMAS;30/03/2024;W;L;KO/TKO;Middleweight Bout;-;- - -;- - -
BILL ALGEO;KYLE NELSON;30/03/2024;L;W;KO/TKO;Featherweight Bout;-;- - -;- - -
CHIDI NJOKUANI;RHYS MCKEE;30/03/2024;W;L;Decision - Split;Welterweight Bout;-;30 30 28;27 27 29
NATE LANDWEHR;JAMALL EMMERS;30/03/2024;W;L;KO/TKO;Featherweight Bout;perf;- - -;- - -
VIRNA JANDIROBA;LOOPY GODINEZ;30/03/2024;W;L;Decision - Unanimous;Women's Strawweight Bout;-;29 30 29;28 27 28
JULIO ARCE;HERBERT BURNS;30/03/2024;W;L;KO/TKO;Featherweight Bout;-;10 9 10;9 10 98
DENNIS BUZUKJA;CONNOR MATTHEWS;30/03/2024;W;L;KO/TKO;Featherweight Bout;perf;20 20 20;18 18 18
IBO ASLAN;ANTON TURKALJ;30/03/2024;W;L;KO/TKO;Light Heavyweight Bout;fight;20 20 19;18 18 19
ANDRE PETROSKI;JACOB MALKOUN;30/03/2024;L;W;KO/TKO;Middleweight Bout;-;10 10 10;9 9 9
ANGEL PACHECO;CAOLAN LOUGHRAN;30/03/2024;L;W;Decision - Unanimous;Bantamweight Bout;-;27 27 26;30 30 30
AMANDA RIBAS;ROSE NAMAJUNAS;23/03/2024;L;W;Decision - Unanimous;Women's Flyweight Bout;-;46 47 46;49 48 49
KARL WILLIAMS;JUSTIN TAFA;23/03/2024;W;L;Decision - Unanimous;Heavyweight Bout;-;30 29 29;27 28 28
EDMEN SHAHBAZYAN;AJ DOBSON;23/03/2024;W;L;KO/TKO;Middleweight Bout;-;- - -;- - -
PAYTON TALBOTT;CAMERON SAAIMAN;23/03/2024;W;L;KO/TKO;Bantamweight Bout;perf;10 10 10;9 9 9
BILLY QUARANTILLO;YOUSSEF ZALAL;23/03/2024;L;W;Submission;Featherweight Bout;-;9 9 9;10 10 10
FERNANDO PADILLA;LUIS PAJUELO;23/03/2024;W;L;Submission;Featherweight Bout;perf;- - -;- - -
KURT HOLOBAUGH;TREY OGDEN;23/03/2024;L;W;Decision - Unanimous;Lightweight Bout;-;27 27 27;30 30 30
RICARDO RAMOS;JULIAN EROSA;23/03/2024;L;W;Submission;Featherweight Bout;-;- -;- -
MILES JOHNS;CODY GIBSON;23/03/2024;W;L;Decision - Unanimous;Bantamweight Bout;-;30 30 30;27 27 27
JARNO ERRENS;STEVEN NGUYEN;23/03/2024;W;L;Decision - Unanimous;Featherweight Bout;fight;30 30 30;27 27 27
MONTSERRAT RENDON;DARIA ZHELEZNIAKOVA;23/03/2024;L;W;Decision - Unanimous;Women's Bantamweight Bout;-;28 28 28;29 29 29
IGOR SEVERINO;ANDRE LIMA;23/03/2024;L;W;DQ;Flyweight Bout;-;9 9 10;10 10 9
MOHAMMED USMAN;MICK PARKIN;23/03/2024;L;W;Decision - Unanimous;Heavyweight Bout;-;28 28 28;29 29 29
TAI TUIVASA;MARCIN TYBURA;16/03/2024;L;W;Submission;Heavyweight Bout;perf;- - -;- - -
OVINCE SAINT PREUX;KENNEDY NZECHUKWU;16/03/2024;W;L;Decision - Split;Light Heavyweight Bout;-;29 28 29;28 29 28
CHRISTIAN RODRIGUEZ;ISAAC DULGARIAN;16/03/2024;W;L;Decision - Split;Featherweight Bout;-;28 27 28;27 28 27
PANNIE KIANZAD;MACY CHIASSON;16/03/2024;L;W;Submission;Women's Bantamweight Bout;perf;- - -;- - -
GERALD MEERSCHAERT;BRYAN BARBERENA;16/03/2024;W;L;Submission;Middleweight Bout;-;10 10 10;9 9 9
NATAN LEVY;MIKE DAVIS;16/03/2024;L;W;Submission;Lightweight Bout;-;9 9 9;10 10 10
JOSIANE NUNES;CHELSEA CHANDLER;16/03/2024;L;W;Decision - Unanimous;Women's Bantamweight Bout;-;28 28 28;29 29 29
JAFEL FILHO;ODE OSBOURNE;16/03/2024;W;L;Submission;Flyweight Bout;perf;- - -;- - -
JOSH CULIBAO;DANNY SILVA;16/03/2024;L;W;Decision - Split;Featherweight Bout;-;28 29 28;29 28 29
JAQUELINE AMORIM;CORY MCKENNA;16/03/2024;W;L;Submission;Women's Strawweight Bout;perf;- - -;- - -
THIAGO MOISES;MITCH RAMIREZ;16/03/2024;W;L;KO/TKO;Lightweight Bout;-;20 20 20;18 18 18
CHARALAMPOS GRIGORIOU;CHAD ANHELIGER;16/03/2024;L;W;Decision - Unanimous;Bantamweight Bout;-;28 27 28;29 30 29
SEAN O'MALLEY;MARLON VERA;09/03/2024;W;L;Decision - Unanimous;UFC Bantamweight Title Bout;belt;50 50 50;45 44 45
DUSTIN POIRIER;BENOIT SAINT DENIS;09/03/2024;W;L;KO/TKO;Lightweight Bout;fight;9 9 9;10 10 10
KEVIN HOLLAND;MICHAEL PAGE;09/03/2024;L;W;Decision - Unanimous;Welterweight Bout;-;28 28 28;29 29 29
GILBERT BURNS;JACK DELLA MADDALENA;09/03/2024;L;W;KO/TKO;Welterweight Bout;perf;20 20 19;18 18 19
PETR YAN;SONG YADONG;09/03/2024;W;L;Decision - Unanimous;Bantamweight Bout;-;29 29 29;28 28 28
CURTIS BLAYDES;JAILTON ALMEIDA;09/03/2024;W;L;KO/TKO;Heavyweight Bout;perf;9 9 9;10 10 10
KATLYN CERMINARA;MAYCEE BARBER;09/03/2024;L;W;Decision - Unanimous;Women's Flyweight Bout;-;27 28 27;30 29 30
MATEUSZ GAMROT;RAFAEL DOS ANJOS;09/03/2024;W;L;Decision - Unanimous;Lightweight Bout;-;29 30 29;28 27 28
PEDRO MUNHOZ;KYLER PHILLIPS;09/03/2024;L;W;Decision - Unanimous;Bantamweight Bout;-;27 27 27;30 30 30
ION CUTELABA;PHILIPE LINS;09/03/2024;L;W;Decision - Unanimous;Light Heavyweight Bout;-;28 28 28;29 29 29
MICHEL PEREIRA;MICHAL OLEKSIEJCZUK;09/03/2024;W;L;Submission;Middleweight Bout;perf;- - -;- - -
ROBELIS DESPAIGNE;JOSH PARISIAN;09/03/2024;W;L;KO/TKO;Heavyweight Bout;perf;- - -;- - -
CJ VERGARA;ASU ALMABAYEV;09/03/2024;L;W;Decision - Unanimous;Flyweight Bout;-;27 27 27;30 30 30
JOANNE WOOD;MARYNA MOROZ;09/03/2024;W;L;Decision - Split;Women's Flyweight Bout;-;28 29 29;29 28 28
JAIRZINHO ROZENSTRUIK;SHAMIL GAZIEV;02/03/2024;W;L;KO/TKO;Heavyweight Bout;-;38 39 40;38 37 36
VITOR PETRINO;TYSON PEDRO;02/03/2024;W;L;Decision - Unanimous;Light Heavyweight Bout;-;30 30 29;27 27 28
ALEX PEREZ;MUHAMMAD MOKAEV;02/03/2024;L;W;Decision - Unanimous;Flyweight Bout;-;28 28 28;29 29 29
UMAR NURMAGOMEDOV;BEKZAT ALMAKHAN;02/03/2024;W;L;Decision - Unanimous;Bantamweight Bout;-;30 30 30;25 26 26
MATT SCHNELL;STEVE ERCEG;02/03/2024;L;W;KO/TKO;Flyweight Bout;perf;9 9 9;10 10 10
ERYK ANDERS;JAMIE PICKETT;02/03/2024;W;L;Decision - Unanimous;Middleweight Bout;-;29 29 29;27 28 28
VINICIUS OLIVEIRA;BENARDO SOPAJ;02/03/2024;W;L;KO/TKO;Bantamweight Bout;fight;19 19 19;19 19 19
AIEMANN ZAHABI;JAVID BASHARAT;02/03/2024;W;L;Decision - Unanimous;Bantamweight Bout;-;29 29 29;28 28 28
CHRISTIAN LEROY DUNCAN;CLAUDIO RIBEIRO;02/03/2024;W;L;KO/TKO;Middleweight Bout;-;10 10 10;9 9 9
LUDOVIT KLEIN;AJ CUNNINGHAM;02/03/2024;W;L;KO/TKO;Lightweight Bout;-;- - -;- - -
ABDUL-KAREEM AL-SELWADY;LOIK RADZHABOV;02/03/2024;L;W;KO/TKO;Lightweight Bout;-;19 19 19;19 19 19
BRANDON MORENO;BRANDON ROYVAL;24/02/2024;L;W;Decision - Split;Flyweight Bout;-;47 49 47;48 46 48
YAIR RODRIGUEZ;BRIAN ORTEGA;24/02/2024;L;W;Submission;Featherweight Bout;perf;18 19 19;18 19 19
DANIEL ZELLHUBER;FRANCISCO PRADO;24/02/2024;W;L;Decision - Unanimous;Lightweight Bout;fight;29 29 30;28 28 26
YAZMIN JAUREGUI;SAM HUGHES;24/02/2024;W;L;Decision - Unanimous;Women's Strawweight Bout;-;30 30 30;27 27 27
MANUEL TORRES;CHRIS DUNCAN;24/02/2024;W;L;Submission;Lightweight Bout;perf;- - -;- - -
CRISTIAN QUINONEZ;RAONI BARCELOS;24/02/2024;L;W;Submission;Bantamweight Bout;-;19 19 20;19 19 18
JESUS AGUILAR;MATEUS MENDONCA;24/02/2024;W;L;Decision - Split;Flyweight Bout;-;29 29 28;28 28 29
EDGAR CHAIREZ;DANIEL LACERDA;24/02/2024;W;L;Submission;Flyweight Bout;-;- - -;- - -
CLAUDIO PUELLES;FARES ZIAM;24/02/2024;L;W;Decision - Split;Lightweight Bout;-;29 27 28;28 30 29
RONALDO RODRIGUEZ;DENYS BONDAR;24/02/2024;W;L;Submission;Flyweight Bout;-;9 9 9;10 10 10
VICTOR ALTAMIRANO;FELIPE DOS SANTOS;24/02/2024;L;W;Decision - Split;Flyweight Bout;-;30 28 28;27 29 29
ERIK SILVA;MUHAMMAD NAIMOV;24/02/2024;L;W;KO/TKO;Featherweight Bout;-;- - -;- - -
ALEXANDER VOLKANOVSKI;ILIA TOPURIA;17/02/2024;L;W;KO/TKO;UFC Featherweight Title Bout;belt;10 10 10;9 9 9
ROBERT WHITTAKER;PAULO COSTA;17/02/2024;W;L;Decision - Unanimous;Middleweight Bout;-;29 29 30;28 28 27
GEOFF NEAL;IAN MACHADO GARRY;17/02/2024;L;W;Decision - Split;Welterweight Bout;-;27 29 27;30 28 30
MERAB DVALISHVILI;HENRY CEJUDO;17/02/2024;W;L;Decision - Unanimous;Bantamweight Bout;-;29 29 29;28 28 28
ANTHONY HERNANDEZ;ROMAN KOPYLOV;17/02/2024;W;L;Submission;Middleweight Bout;perf;10 10 9;9 9 10
AMANDA LEMOS;MACKENZIE DERN;17/02/2024;W;L;Decision - Unanimous;Women's Strawweight Bout;fight;29 29 29;28 28 28
MARCOS ROGERIO DE LIMA;JUNIOR TAFA;17/02/2024;W;L;KO/TKO;Heavyweight Bout;-;10 10 10;9 9 8
RINYA NAKAMURA;CARLOS VERA;17/02/2024;W;L;Decision - Unanimous;Bantamweight Bout;-;30 30 30;27 27 27
ZHANG MINGYANG;BRENDSON RIBEIRO;17/02/2024;W;L;KO/TKO;Light Heavyweight Bout;perf;- - -;- - -
JOSH QUINLAN;DANNY BARLOW;17/02/2024;L;W;KO/TKO;Welterweight Bout;-;18 18 18;20 20 20
OBAN ELLIOTT;VAL WOODBURN;17/02/2024;W;L;Decision - Unanimous;Welterweight Bout;-;30 29 30;27 28 27
ANDREA LEE;MIRANDA MAVERICK;17/02/2024;L;W;Decision - Unanimous;Women's Flyweight Bout;-;28 27 27;29 30 30
JACK HERMANSSON;JOE PYFER;10/02/2024;W;L;Decision - Unanimous;Middleweight Bout;-;48 48 48;47 47 47
DAN IGE;ANDRE FILI;10/02/2024;W;L;KO/TKO;Featherweight Bout;perf;- - -;- - -
ROBERT BRYCZEK;IHOR POTIERIA;10/02/2024;L;W;Decision - Unanimous;Middleweight Bout;-;27 28 27;30 29 30
BRAD TAVARES;GREGORY RODRIGUES;10/02/2024;L;W;KO/TKO;Middleweight Bout;-;18 19 18;20 19 20
MICHAEL JOHNSON;DARRIUS FLOWERS;10/02/2024;W;L;Decision - Unanimous;Lightweight Bout;-;30 30 30;27 27 27
RODOLFO VIEIRA;ARMEN PETROSYAN;10/02/2024;W;L;Submission;Middleweight Bout;perf;- - -;- - -
TREVIN GILES;CARLOS PRATES;10/02/2024;L;W;KO/TKO;Welterweight Bout;perf;10 10 10;9 9 9
BOLAJI OKI;TIMMY CUAMBA;10/02/2024;W;L;Decision - Split;Lightweight Bout;-;29 29 28;28 28 29
LOMA LOOKBOONMEE;BRUNA BRASIL;10/02/2024;W;L;Decision - Unanimous;Women's Strawweight Bout;-;29 29 29;28 28 28
DEVIN CLARK;MARCIN PRACHNIO;10/02/2024;L;W;Decision - Unanimous;Light Heavyweight Bout;-;27 27 27;30 30 30
MAX GRIFFIN;JEREMIAH WELLS;10/02/2024;W;L;Decision - Split;Welterweight Bout;-;29 28 29;28 29 28
ZAC PAUGA;BOGDAN GUSKOV;10/02/2024;L;W;KO/TKO;Light Heavyweight Bout;perf;- - -;- - -
FERNIE GARCIA;HYDER AMIL;10/02/2024;L;W;KO/TKO;Featherweight Bout;-;8 8 8;10 10 10
ROMAN DOLIDZE;NASSOURDINE IMAVOV;03/02/2024;L;W;Decision - Majority;Middleweight Bout;-;44 46 47;49 48 47
RENATO MOICANO;DREW DOBER;03/02/2024;W;L;Decision - Unanimous;Lightweight Bout;-;29 29 29;28 28 28
RANDY BROWN;MUSLIM SALIKHOV;03/02/2024;W;L;KO/TKO;Welterweight Bout;perf;- - -;- - -
VIVIANE ARAUJO;NATALIA SILVA;03/02/2024;L;W;Decision - Unanimous;Women's Flyweight Bout;-;28 28 28;29 29 29
GILBERT URBINA;CHARLES RADTKE;03/02/2024;L;W;KO/TKO;Welterweight Bout;-;- - -;- - -
MOLLY MCCANN;DIANA BELBITA;03/02/2024;W;L;Submission;Women's Strawweight Bout;perf;- - -;- - -
AZAT MAKSUM;CHARLES JOHNSON;03/02/2024;L;W;Decision - Unanimous;Flyweight Bout;fight;28 28 28;29 29 29
THEMBA GORIMBO;PETE RODRIGUEZ;03/02/2024;W;L;KO/TKO;Welterweight Bout;-;- - -;- - -
JEONGYEONG LEE;BLAKE BILDER;03/02/2024;W;L;Decision - Unanimous;Featherweight Bout;-;30 30 30;27 27 27
LUANA CAROLINA;JULIJA STOLIARENKO;03/02/2024;W;L;KO/TKO;Women's Flyweight Bout;-;20 20 20;18 18 18
LANDON QUINONES;MARQUEL MEDEROS;03/02/2024;L;W;Decision - Unanimous;Lightweight Bout;-;28 28 28;29 29 29
THOMAS PETERSEN;JAMAL POGUES;03/02/2024;L;W;Decision - Unanimous;Heavyweight Bout;-;28 27 28;29 30 29
SEAN STRICKLAND;DRICUS DU PLESSIS;20/01/2024;L;W;Decision - Split;UFC Middleweight Title Bout;belt;47 47 48;48 48 47
RAQUEL PENNINGTON;MAYRA BUENO SILVA;20/01/2024;W;L;Decision - Unanimous;UFC Women's Bantamweight Title Bout;belt;49 49 49;46 46 45
NEIL MAGNY;MIKE MALOTT;20/01/2024;W;L;KO/TKO;Welterweight Bout;-;18 18 18;20 20 20
CHRIS CURTIS;MARC-ANDRE BARRIAULT;20/01/2024;W;L;Decision - Split;Middleweight Bout;-;30 28 30;27 29 27
ARNOLD ALLEN;MOVSAR EVLOEV;20/01/2024;L;W;Decision - Unanimous;Featherweight Bout;-;28 28 28;29 29 29
BRAD KATONA;GARRETT ARMFIELD;20/01/2024;L;W;Decision - Unanimous;Bantamweight Bout;-;28 28 28;29 29 29
